eplenmean,eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
6.86,0.0,2365,3.45237e-05,0.0,1.3862617,-0.00047874934,0.019734345,-7.079012870788574,1,2048,0.8658211270000002,2048
7.68,0.03,2579,2.8231643e-05,0.0,1.384876,-0.00051672594,0.011098583,0.1260804533958435,10,20480,8.348882987,20480
8.81,0.02,2657,8.151305e-05,0.0,1.3764212,-0.00058698107,0.0060578994,0.23321282863616943,20,40960,16.170523052,40960
8.58,0.04,2645,0.00018370298,0.0,1.278345,-0.0011019039,0.010842834,0.19361960887908936,30,61440,23.944720498,61440
14.42,0.17,2638,0.0011385503,0.0063476562,0.63973993,-0.002428183,0.02529465,0.17664533853530884,40,81920,31.953820972,81920
21.1,0.26,2520,0.00025047417,0.00048828125,0.30102047,-0.0010375204,0.034522373,0.041760921478271484,50,102400,39.779067487000006,102400
25.81,0.36,2702,0.0004265295,0.0,0.18958378,-0.0023334539,0.033439815,0.15157157182693481,60,122880,47.473733539,122880
31.26,0.5,2702,0.00017054395,0.0,0.15569234,-0.0010788542,0.031668514,0.1045306921005249,70,143360,55.076922161000006,143360
35.78,0.53,2639,0.00013424069,0.0,0.088122904,-0.0014927798,0.031156668,0.09795951843261719,80,163840,62.85803002200001,163840
